@relation comentarios_base
@attribute comment string
@attribute classificador {positivo, negativo, neutro}
@data
"capaz vai ficar congresso ideia absurda vamos ser realista", neutro
"prisao assassinos nacao nunca exercicio funcao politica senador alvaro dias", neutro
"preciso melhorar codigo penal jeito defesas manipulam facil", neutro
"prisao recuperacao tudo roubado lei todos", neutro
"carater principios vem berco hoje congresso senado algumas excessoes", neutro
"prezado prender vale prisao domiciliar absurdo legislacao vigente brasileira chamar povo jumento", neutro
"favor prisao imediatas todos corruptos inclusive pena morte", neutro
"alvaro dias acha prenderam todos envolvidos banestado", neutro
"pena pessoa vai chegar segundo turno gosto trabalho brasileiro aprende votar fanatismo infelizmente", neutro
"tomar amanhecer conta brasil militar palocci casou moro porquea anos existe mentiras depoimentos falsos algumas pessoas lei aserto adivogados tai grasas deus internete cara malandragens aguente brasil", neutro
"ida lula ontem curitiba bancada senado camara presente paga despesa contribuinte verba gabinete usam vagabundos trabalham dia descontado comentario relativo assunto grande redes sociais faca chegar reclamacao plenario porque vergonha esqueca senador alvaro dias precisamos moralizar pais", neutro
"fala pro sergio moro esqueceu amiguinhos psdb", neutro
"principalmente temer", neutro
"aecio companheiro senado nunca senhor fazer discurso condenado mala dinheiro recebeu preocupacao senhor lula prisao todos lula medo encontrar urnas", neutro
"primeiro aecio jaula", neutro
"passou hora", neutro
"atudo", neutro
"todos fizeram nada", neutro
"intervencao militar popular", neutro
"matar todos", neutro
"certezaaaaa prisao desses corruptos", neutro
"devolver tudo ecadeia neles", neutro
"vero", neutro
"ser preso proibidos exercer qualquer cargo politico pro resto vida", neutro
"", neutro
"kkkkpiadae senador", neutro
"corrupto bom come capim raiz", neutro
"lugar corruptos prisao", neutro
"cadeia pra corja toda", neutro
"cadeia neles", neutro
"cadeia todos envolvidos", neutro
"caro senador cuidado aliados", neutro
"excecao", neutro
"ser desprezivel preso", neutro
"cadeia neles", neutro
"prendam todos facam todos devolvam tudo prender justo", neutro
"todos excecao", neutro
"vai sobrar algum", neutro
"cadeias", neutro
"querem milagre demais", neutro
"quero ver antes morrer", neutro
"prender ladrao", neutro
"vai faltar cadeia sen alvaro dias boa sorte", neutro
"", neutro
"duvida lugar ladrao cadeia", neutro
"", neutro
"prisao domiciliar prisao presidios", neutro
"acorda povo brasileiro", neutro
"mudabrasil", neutro
"alvaro diascada minuto passa convenco senhor deveria ser presidente republica senhor representa", neutro
"gosto senhor falou bem", neutro
"concordo pagar comida aguentamos sustentar bandidos vagabundos familia vire pagar acabar bolsa salario familias presostambem", neutro
"pais crise todos aspectos nada justo bandidos saquearam paguem despesas prisao tornozeleira todas despesas", neutro
"concordo plenamente", neutro
"bom dia", neutro
"ate enfim", neutro
"amem", neutro
"", neutro
"perfeito senador parece senhor somente senhor representa nessa casa infelizmente tornou balcao negocios", neutro
"justa roubam ainda pagar tornozeleira alias inves tornozeleira deveria ser coleira bandidos menos podemos enxergar sairem ruas", neutro
"parabens senador alvaro dias roubam pagar tornozeleiraja basta bandidos menor escalao ganhar enquanto trabalhadores honestos deste pais ganharem 937oo muita injustica absurdo revoltante", neutro
"porque povo aguenta pagar nada ainda bichel tirou miseros salario vergonha ops salario minimo", neutro
"acho deveriam usar tornozeleiras sim serem encarcerados pois bandidos iguais outros", neutro
"trabalhar pagar pensao recebem pouca", neutro
"justo paguem", neutro
"minimo prisao casa acho absurdo ainda estado ter pagar", neutro
"senador acho tornozeleira eletronica substitui pena pois continuam cometendo crimes tornozelera", neutro
"verdade correcao delinquente orejuizo lucro acao", neutro
"politicos brasileiros perigosos traficantes drogas assaltam roubar mao armada", neutro
"pagar todos gastos gerados pais somente tornozeleiras", neutro
"aqui jeito exercito melhorar", neutro
"concordo tem pagar deveria custar uns milhoes tornozeleira", neutro
"sai prisao domiciliar pagar tornozeleira", neutro
"protecao fachin", neutro
"alvaro dias aqui casa comecando gostar vou aguardar maismas sei senhor proximo presidente", neutro
"otimo trabalhar comunidade", neutro
"bla bla bla bla bla eleitores moradores vila domitila aqui curitiba nada", neutro
"reu paga tornozeleira fica xadrez", neutro
"correto", neutro
"pagar uso", neutro
"", neutro
"grande brasileiro bem", neutro
"todos tem ser principio integros homem nasce bom sociedade perverte", neutro
"senador combater corrupcao hoje pais sair lista fica otimo lugar ronque mundial pais tao misera vamos frente bem vence mal", neutro
"certeza carater integridade existe", neutro
"alvaro dias algum posicionamento sobre projeto lei autoria joao carlos barcelar podemos relator jean willys visa isentar qualquer tipo crime caso trate manifestacao artistica", neutro
"senador aceitaremos srjeam willys canalhice processo santander", neutro
"nada transformador sarrafo bem aplicado onde justica deste pais politicos indo cadeia empresario criminoso", neutro
"apoio toda forma combater corrupcao senador apoio senhor realmente combatela", neutro
"incrivel pareca coisas subversivas atualmente verdade honra", neutro
"quero participar campanha", neutro
"", neutro
"verdadeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee", neutro
"senador diminuir numero politicos salarios acabar roubalheira moralizar stf diminuir impostos retirar impostos sobrepoem capacidade administrativa pais endireita duvida alguma abs futuro presidente", neutro
"vou senado conhecer assim voltar viagem senador", neutro
"taxa impostos deve ser revista todos produtos comercio interno setor exportacao impostos altosprejudica economia", neutro
"parabens senadorassim trabalha estadista", neutro
"passo melhorar boa sorte", neutro
"bem senador alvaro dias londrina junto senhor vamos limpar brasil abraco", neutro
"voto desde anos sempre avoro dias semprepelo brasil estado paranaparabens senador forte abraco", neutro
"alvaro dias senhor esperanca voltar ter orgulho brasil familia aqui foz iguacu apoiando boa sorte", neutro
"mineira aqui contigo alvaro vejo candidato firme sereno vem consertar lindo brasil lindo", neutro
"conterranea admiradoramande alo pra querida cidade quatavenha visitaresperamos ansiosos", neutro
"alvaro dias favor candidato 2018o pais precisa pessoas honestas poder", neutro
"precisamos presidente republica assim alvaro amigo", neutro
"senador alvaro diasmeu futuro presidente bencaos deus", neutro
"senador alvaro dias parabens posicionamento trabalho confiamos senhor", neutro
"amo senador carater coerencia pessoa adoooro forca alvaro dias", neutro
"senador gosto postura agora senhor apareceu nenhuma delacao tanto enquanto voto favor decepcione", neutro
"senador demonstra tanta paz confianca sinto bem representada", neutro
"confiamos senador alvaro dias grande abraco", neutro
"vdd dario freitas senador paranaense", neutro
"senador alvoro diasprecisamos governador preparado", neutro
"alvaro dias pessoal podemos esperanca", neutro
"", neutro
"turismo tirou muitos paises burracoo brasil maravilhoso tudo virar jogo deixar ser ministerio segunda categoria", neutro
"senador alvaro dias acabei votar vexcia premio congresso foco confesso resultado parcial votacoes assustador", neutro
"precisamos presidente republica valor idosos porque lula dilma temer enxergam quer roubari", neutro
"alvaro conheco historia duvida presidente republica vai ser presidente responsavel copentente honesto", neutro
"parabens senador alvaro dias senhor politicosemrestricoes", neutro
"juntos podemos mudar brasil alvaro dias presidente", neutro
"apoio fim foro priveligiado reducao menoridade penal parabens avante senador", neutro
"conte conosco senadordaqui cidade natalquata", neutro
"senador unica esperancabrasil apoiaravamos vamos", neutro
"alvaro dias vai sai sim presidente republica podemos esperanca", neutro
"senhor senador senhor candidato presidente aguardo pois voto", neutro
"acompanho trabalho espero renovacao cenario politico", neutro
"senador alvaro dias amor deus olhe aposentados", neutro
"senador alvaro vai candidatar presidencia otimo paranaense confio", neutro
"bom trabalho senador", neutro
"boa alvaro amigo", neutro
"", neutro
"", neutro
"impedir nova procuradora escolha socio min gilmar mendes comecou malvamos ficar olho pra nao acabem lava jato", neutro
"unico candidato pode fazer frente bolsonaro preferivel fizessem chapa ser ainda invencivel podemosprona juntos brasil melhor", neutro
"aposentadoria tempo servico pensao morte tipos beneficios pode governo determinar podemos acumular inconstitucional", neutro
"violencia tirar mordomia presos queimam colchoes direitos humanos vai defender anjinhos porque culpados estar trabalhadores", neutro
"senador alvaro dias deve saber brasil maioria crista opina sobre aconteceu porto alegre museu", neutro
"vejo noticias sempre vender situacoes pais quebrado marco historia brasil antes", neutro
"haveria possibilidade fazer remanejamento reducao verba gabinete financiar parte custo eleicoes", neutro
"bom dia senador acompanho trabalho tanto gostaria vossa excelencia respondesse vou partido denuncia temer", neutro
"vejam injustica enquanto politicos recebem auxilio moradia muitas outras vantagens cidadaos trabalham duro tem salario digno tem onde morar", neutro
"tbem acho acabar corja demoniaca congresso judiciariolegislativo executivocolocar gente realmente ajude presidente povo brasileiro", neutro
"pois agora afastaram cargo esperando vender destruir povo nacao brasileira aguentamos corrupto representa alvaro dias presidente brasil", neutro
"alvaro dias esposo professor aposentado ufpr faz anos voltou descontar inss queria saber", neutro
"bom dia senhor senadorqueria saber primeiro passo presidentese debrucar primeiro aprovacoes leis combatem corrupcaomecanismos evitar desvio dinheiro publicoou outras coisas", neutro
"direitos humanos criminalizam policia chamam truculenta dizem devem comportar modo diferente pex atirar receberem tiros quer dizer atirar mortos assim", neutro
"senador sistema estas usando autocensuraperguntinhas combinadas falam mal censura imprensa tempo ditadura liberdade pra que", neutro
"senador alvaro dias precisamos efetive limpeza legislativo neste momento depende proprio meio politico pouco confiamos bons politicos minoria percepcao sim entao saida", neutro
"senador preco combustivel porque tao caro brasil possivel preco justo", neutro
"vou votar candidatos ridiculos recuso candidato talvez candidato pesquisar toda vida politica gostaria saber quais projetos importantes povo aprovou todo tempo vida publica", neutro
"apresente projeto lei afastar imediatamente cargos funcoes todos politicos servidores publicos reus processos qualquer natureza", neutro
"quero intervencao militar senhor acha", neutro
"senador melhor sistema politico eleitoral pais", neutro
"gostaria saber opiniao sobre lei ruanet", neutro
"senhor acha janot ter sido visto advogado joesley confesso fiquei duvidosa", neutro
"senador acredito partidos politicos politica fizeram reforma manterem tudo igual", neutro
"porque governo utiliza armas apreendidas equipar militares", neutro
"observando saber possibilidade voto", neutro
"senador alvaro dias gostaria saber opiniao sobre aconteceu museu porto alegre", neutro
"senador crie lei ministros stf tbm pgr possam assumir cargo atraves concurso publico indicacao presidente republica", neutro
"imunidade parlamentar acaba acaba ladrao usandoa escudo roubos", neutro
"senador sobre amazonia quanto desmatamento acabar tanta destruicao", neutro
"nada eleicoes intervencao militar primeiro faxina tempo indeterminado", neutro
"excelentissimo senhor senador senhor sabe intervencao faz necessaria resto manipulacao oportunismo simples fato dois muda nada", neutro
"ter lei politico cumpre promessas perde mandato", neutro
"privilegios aqui maiores outros paises falar pais atrasado relacao mesmos paises", neutro
"povo quer saber doutor tao pegando monte politico nesses rolos brasil temer ninguem vai preso vira pizza", neutro
"senador porque leis aplicadas cumpridas classe pobre", neutro
"senador opiniao sobre cleptocracia atual fala tanto rombos governos anteriores", neutro
"levaram mandato inteiro tratando dessa bandalheira toda esqueceram governar brasil", neutro
"absurdo fazendo doentes dentro inss tudo causa roubos rombos vergonha", positivo
"acharia acaso bolsonaro eleito", neutro
"senador alvaro dias vossa opiniao sobre semipresidencialismo acha ajudaria brasil voltar ser pais melhor", neutro
"voltar acreditar politicos brasileiros estando tao desacreditada populacao", neutro
"sen temer diz condendo provas temer mondou cassar doentes inss disendo maioria existe corrupicao", neutro
"porque nao acabam aposentadoria filhas militares governadores etc sobraria dinheiro recebem pouco", neutro
"brasil rico podemos ser pais bem dar exemplo paz mundo", neutro
"fala nome desde cidade marica rio janeiro posso fazer ajudar campanha", neutro
"fazer demais criminosos colarinho branco advil renan juca gleise etc", neutro
"senador brasil tanto pra melhorar algum dia havera gente competente", neutro
"escreva sobre aumentos excessivos gasolinaestao fazendo tudo surdina alvaro presidente", neutro
"ficat jano nao podia sair sair temer serem anuladas leis loucas contra trabalhadores aposentados barrem tudo", neutro
"previdencia realmente dinheiroacho reforma vai sair", neutro
"queria saber politicos tantas regalias alem salarios altissimos", neutro
"excelentissimo acha sobre mudar presidencialismo parlamentarismo", neutro
"porque senador alvaro lula ainda preso senhor ainda faz campanha presidencia republica lei possa proibir cidadao campanha politica", neutro
"senador queremos fundo pago realizar campanha politicaquem quiser ser politico pague campanha", neutro
"semhor acha troca comando pgu afetara andamentos precessos", neutro
"senadorpq srnao sugere proibicao partidos cunho comunista brasil", neutro
"alvaro bedin moro itaperucu senhor acha intependendencia sul", neutro
"cansados mimimi queremos acao contra corruptos falar facil quero ver acao contra corruptos", neutro
"legal senador alvaro dias cidade quata mae quata legal", neutro
"alvaro", neutro
"senador alvaro queremos fim foro privilegiado queda desta blindagem bandidos continuam roubando brasil comecar pares", neutro
"senador estar achoda evolucao caso santander", neutro
"carlinhos vidente hummm entendendo pra dizer falei flores fale banestado podemos ira venezuela projetos vais fazer", neutro
"porque saiu psdb quer ser candidato medalhoes ninho tucano deixa", neutro
"senhor senador olha hospital reboucas situacao precaria socorro", neutro
"posicao sobre indicacao presidencia correios politicos capacitados area", neutro
"pedagio parana vai acabar roubalheira senador", neutro
"lider", negativo
"optimista respecto evolucion brasil hacia una republica libre corrupcion", positivo
"sen presidente temer mandou cassar beneficios inss cassam inocentes fraudes acha corretos inocentes pagarem fraudadores acontecendo dias agencias inss cassar fraudes sim cassar inocentes tortura obg futuro pres", neutro
"contato direto prestar contas vivo expoe pode fazelo telhado vidro assim senhor podera apresentar capacidade articulacao conduzir verdadeira republica democratica brasileira avante podemos", neutro
"senador senhor faria parceria bolsonaro colocar brasil ordem posterior progresso", neutro
"alvaro oque dizer sobre desarmamento", neutro
"senador boa tardeo senhor candidato conversando amigos familiares sobre senhor apoiarmos candidatura presidenciaja discutido posicoes gerais todos", neutro
"caso reforma politica ocorra habil lroximo pleito eleitoral fique proxima gestao caso senhor eleja presidente pautas prioritarias interessante mantida atual proposta caso quais serias principais mudancas", neutro
"excelentissimo senador alvaro diasja faz algum tempo tentando entrar contato diretoria podemos consigo quero montar diretorio aqui cidade favor alguem contato comigo obrigado parabens excelentissimo trabalho muitos anos vem fazendo", neutro
"alvaro dias faz projeto favor populacao anos senador nada faz povo", neutro
"senador alvaro dias acha taxacao grandes fortunas pode afastar empresarios brasil pois franca tentativa fracasso desemprego pois empresas saindo pais aguardo resposta analise abracos", neutro
"eventual candidatura senhor tememos assuma posteriori mentalidade esquerda nacional pautas agradam maioria brasileiros posicionamento politico economico", neutro
"camioneiro autonomo sendo engolidos carteis transportadoras sonegam tudo socorro", neutro
"proximo presidente brasil alvaro dias duvida", neutro
"senador presidente mostra mal governante nenhum senador ministro prese consegui tiralo tao posicao paga pra ficar aumenta tudo pode pra ficar boa povo pior poder senado stf faz nada estarem todos rabo sujo brasil fica", neutro
"pode presidente ainda poder tanta prova corrupcao congresso toma atitude vergonha imoralidade total falar obvio desrespeito lei ainda previo processo", neutro
"certeza estarei buscando votos empenho senador presidente epitacio interior estado paulo senhor votado conviccao disso", neutro
"pretende escolher ministros indicacao politica capacidade tecnica", neutro
"senador presidente senhor vai incentivar reforma politica acabe forma toma", neutro
"parabens senador posicionamento carlinhos certo alvaro dias presidente", neutro
"senador olha vivendo familias trabalho olha saude publica catastrofe olha aposentados", positivo
"precisamos leis brasil duras dizer cruel aguentamos bandido tirando sarro trabalhadores", neutro
"pois alvaro legal temer sair agora denuncias fragil porque janot sai enfraquecido vou pgr magrinhoali consciencia pesada", neutro
"senador alvaro dias analise faco todo trabalho juiz moro processar lula vao porque caso decretada prisao ordem prisao revogada stf liminarmente habeas corpus certamente impetrado lula quica revogada condenacao apreciacao via recurso especial neste caso lula podera ser candidato", neutro
"verdade aposentados segmento enorme sociedade tao mal assistida", neutro
"senador alvaro dias sai candidato proxima eleicao presidente voto certeza", neutro
"alvaro sempre admirei trab politica vai candidata pra presidente voto familhhia umuarama", neutro
"senador algum dia vamos ter pais bandidos corruptos", neutro
"nobre senador gostaria saber posicao sobre caso juizes ter salario acima salario ministro", neutro
"senador opiniao sobre correcao tabela amor deus mto imposto abcs", neutro
"senador servico util senado denunciar dados numeros casos negociacoes pra livrar temer", neutro
"alvaro candidato presidente leve contigo magno malta chapa profunda admiracao ambos", neutro
"senador alvaro dias faca povo brasileiro sonhar ter esperanca mauricio emerenciano", neutro
"infelizmente estadosempre admiracao", neutro
"bairro pompeia santossp proposta educacao saude seguranca", neutro
"esteee meuu candidato caso candidato presidente", neutro
"candidato presidente fazer governo serio precisamos fazendo vem fazendo mostrando tudo falando tudo pondo povo presente pais assim faz governo expondo", neutro
"pai familia passando dificuldades consegue trabalho pra mim", neutro
"pergunta tempo martelando cabeca sei poderia responder enfim vai brasil existe moedas centavo tudo compramos pagamos impostos centavos picados justo proibido tipo conduta trabalharmos centavos ainda existe menos enquanto", neutro
"excelencia cidadao simples pergunto senhor faz parte desse grupo politicos poder anos nunca veio publico denunciar roubalheira praticaram traidores nacao senhor igual capo nunca sabe nada parece fortuito agora parlamentares jornalistas outros pseudos salvadores patria apresentarem maio", positivo
"precisamos pena morte rio janeiro paulo assim violencia podera ser contida bandido teme policia lei ficam prisao comandando crime cadeia gente sustentando vagabundos pao", neutro
"motivo nenhum politico quer acabar desvinculacao receita ocorrida previdencia social hoje faz deficitaria pois retirassem volume dinheiro caixa previdencia superavitaria querem todo custo reformar mesma previdencia colocar conta contribuintes inss presidente caso eleito senhor manteria desvinculacao", neutro
"ter apoio politicos futura candidatura", neutro
"vmos vota pessoal", neutro
"futuro presidente", neutro
"apoiado futuro presidente republica", neutro
"candidato", neutro
"acabar corrupcao troca tudo prede todos roubando", neutro
"agora novas denuncias contra temer sera reforma passa senador", neutro
"governar pais fazer acertos politicos", neutro
"alem leis rigidas maior valorizacao policiais professores educacao basica", neutro
"valeu pessoal vamos abracar alvaro dias amigo alvaro", neutro
"senhor acha recuperar brasil", neutro
"gasolina final ano chega reais litro", neutro
"obrigado repostas senador alvoro dias abraco", neutro
"muitos anos digo senhor candidato", neutro
"senador porque combustivel tao altooooo", neutro
"senhor acha escola partido", neutro
"sempre trabalhadores pagando contaisso acabar", neutro
"senador senhor candidatado presidencia republica petropolis", neutro
"real projeto melhorar qualidade ensino pais", neutro
"senador precisando motorista seguranca area", neutro
"porque tao dificilacabar corruptos", neutro
"palavras luiz inacio ainda preso", neutro
"excelente colocacao lucinha oliver", neutro
"valeu amigo alvaro dias", neutro
"podemos pessoal esperanca tai", neutro
"tal chapa senhor senador ronaldo caiado presidencia republica", neutro
"obrigado amigo alvaro", neutro
"precisamos alguem transparente", neutro
"foco agricultura", neutro
"todos pais melhor janot", neutro
"apoio senador alvaro dias", neutro
"podemos", neutro
"grande haully", neutro
"podemos almejar justica neste pais", neutro
"todos alvaro dias", neutro
"ter reforma urgente colocar pais ordem", neutro
"manda camera faz", neutro
"fazer faxina nesse senado", neutro
"lobos cuidando galinheiro", neutro
"parabens senador", neutro
"temer corrupto pague preco acha termina mandato", neutro
"alvaro pensa ter chance ganhar", neutro
"juntos nova friburgo estado rio", neutro
"cafe desses folgados quase salario", neutro
"parabens senador", neutro
"nova ordem mundial senhor falar", neutro
"sustentar corrupcao", neutro
"vai parar", neutro
"familia amigos alvaro dias aqui alto horizonte", neutro
"tao facil fazer coisas direito", neutro
"vai concorrer presidencia senador", neutro
"alvaro gostaria saber proposta presidente", neutro
"fazem onde mora", neutro
"", neutro
"invertigam pessoas", neutro
"senador diferente amigo grande abraco", neutro
"maringa parana ligados", neutro
"ribeirao preto contigo senador", neutro
"usa todos privilegio", neutro
"votamos divulgando", neutro
"alvaro achou museu santander", neutro
"vamos todos juntos melhorar brasil", neutro
"senador combustivel tao alto", neutro
"presidente", neutro
"senador posicao sobre desarmarmento", neutro
"feliz candidatura", neutro
"confio", neutro
"senhor corrigir imediato saude brasileiros", neutro
"adoro cara forma falar inteligencia", neutro
"voto familia todos senhor", neutro
"quero saber opiniao sobre trabalho janot", neutro
"senhor", neutro
"alvaro dias representa", neutro
"candidato", neutro
"juntos senador presidente", neutro
"parabens", neutro
"sourenataabreu sourolgacianoestadual alvarodiaspresidente", neutro
"presidente", neutro
"representa voto", neutro
"acha temer termina mandato", neutro
"assu", neutro
"senador ligue", neutro
"apresentaremse falassem jesus cristo intermediario", neutro
"canditatura presidencia confirmada", neutro
"alvaro dias abraco", neutro
"vou votar alvaro dias confio", neutro
"unica esperanca presidente", neutro
"presidente", neutro
"projeto fim foro", neutro
"votei senador", neutro
"poxa alvaro corintiano", neutro
"alvaro dias", neutro
"senador vai terminar robalheira", neutro
"parabens", neutro
"senador acredita renuncia temer", neutro
"presidente", neutro
"senador acabar corrupcao politica", neutro
"boa tarde", neutro
"senador volta psdb", neutro
"parabens senador", neutro
"alvaro dias queremos senhor pra presidente", neutro
"presidente alvaro dias", neutro
"presidente", neutro
"umuarama tamo junto", neutro
"parabens senador", negativo
"futuro presidente brasil", neutro
"", neutro
"", neutro
"votou partido denuncia temer senador", neutro
"melhor reforma politica pra mim fundao fim excesso partidos tramoia excesso", neutro
"pode entrar candidato voto pois certeza senhor entrara nessa mudancas brasil", neutro
"conte migo senhor grande senador", neutro
"voto", neutro
"presidente senador maior crise pais politica povo pois vejo tudo desfalque pais sempre povo paga srnao hora destes comecar devolver roubou pais deixar governo vender riquezas cobrir corrupcao feita", neutro
"", neutro
"presidente agora sempre pensei nessa possibilidade deus quiser ira realizar", neutro
"senador governo preocupa fraudes previdencia inves sacrificar impostos aumentos tarifas publicas combustiveis", neutro
"amigao senador alvaros dias relacao reforma previdencia senador acredita aprovacao nao rejeicao sene afavor contrario", neutro
"parabens senador alvaro dias forca coragem carater dignidade honestidade senhor poucos politicos podemos confiar contar mudanca pais melhor aposentei ano passado roubaram dinheiro funcef guardei anos agora descontando aposentadoria cobrir deficit roubo causou plano previdencia desesperada indignada justica porque pagar algo cometi ajudenos", neutro
"boa tarde senador alvaro dias toda corrupcao instalada congresso nacional diante dessa grise agrava dia gostaria saber posicao relacao pensando bem classes humilde pergunto sendo candidato caso eleito mudaria relacao salarios dentro congresso comprometia saude primeiro lugar segundo educacao pois educacao chao envergonhou todos proibia politica imoral", neutro
"possivel governar pais afundado corrupcao sistemica pratica comum inclusive altos escaloes governos mudar cenario presidente sozinho consegue depende apoio parlamentares partidos infelizmente grande parte usa barganha cargos vantagens particulares outros esquemas aprovar projetos leis possivel acabar balcao negocios trabalhar verdadeiramente prol brasil brasileiros", neutro
"", positivo
"vamos luta senador senhor eleito presidentequal primeira medida povo brasil mim hoje senhor preparado brasilabracos vitoria amigo eleitor felipe batista", neutro
"valeu vamos abracar alvaro dias pessoal", neutro
"futuro presidente", neutro
"senador indignada entao presidente michel temer numero jantares cafe manha faz toda vez vai fazer tratativas base aliada adversarios busca apoio encobrir falcatruasisso tapa cara sociedade onde muitos passam fome governo diz ter dinheiro caixa homem jantaresdos almocos etcate churrasco china trezentos convidados fezele gozacao povo brasileiro alguem precisa abordar tema porque jornalistas falam sobre issonenhum presidente esbanjou tanto antestudo pra motivo festa dinheiro publico", neutro
"votei senador alvarodias2018", neutro
"apoio senador nunca apareceu nada erradoparabens", neutro
"candidatosenador serio", neutro
"novo presidente senador alvaro dias", neutro
"parabens senador empenho povo brasileiro", neutro
"queremos presidente vai sair candidadto", neutro
"parabens senador alvaro dias", neutro
"bolsonaro", neutro
"rio grande sul voto senhor pra presidente", neutro
"", neutro
"boa noite aguardo resposta boa noite", neutro
"futuro presidente", neutro
"vamos votar maioridade penal 18a pra 16anos", neutro
"apoio 1oooooooo", neutro
"apoi alvoro dias", neutro
"familia sempre votou alvaro dias", neutro
"legal", neutro
"voce representa esperansa brasileiros tigo", neutro
"quais nomes provaveis pra ser vice", neutro
"futuro presidente conte voto", neutro
"sonho todo brasileiro politico honesto alvaro2018", neutro
"comece contar parana voto", positivo
"brasil pede socorro", neutro
"", neutro
"sera candidato presidencia republica", neutro
"candidata senador voto", neutro
"alvaro dias presidentedobrasil", neutro
"", neutro
"ana amelia vicepresidente", neutro
"manda brasa bolsonaro", neutro
"bolsonaro presidente brasil", neutro
"parabens", neutro
"sen alvaro dias presidente", neutro
"midia divulga cpi previdencia", neutro
"parabens senador trabalho senado", neutro
"tamos juntos podemos concetar brasil", neutro
"senador vamos lutar contigo", neutro
"bolsonaro2018 apoei", neutro
"trabalho emprego", neutro
"observo politicos brasil alvaro pre candidato presidencia republica experiencia ouvi valar corrupcao contra pessoa critica voto sim proposta ideia pais costrir investir agricultura agropecuaria agro negocio brasil pais rico mundo recursos naturais petroleo aco ouro agua potavel floresta amazonica agricultura parana exemplo record record", neutro
"lindao", neutro
"", neutro
"alvaro quero presidente ressalvapor favor trabalhe faca politicos trabalharem favor povo lute pata diminuir senadores deputados fede estar vereadores assessores todas esferas muita gente pagar suado dim dim concorda", neutro
"senhor senadorhojeum politico sendo envolvido denuncias raridade vejo tristeza pessoas fazendo campanha votar anulando voto concordo estrategia propria irresponsaveis preciso esclarecer populacao beneficiado voto nulo senador necessidade renovacao total parlamento brasileiro melhore administracao publica", neutro
"norte acho senhor senador unica salvacao presidente", neutro
"lei foro", neutro
"senhor acha escola partidoe quais melhorias educacao", neutro
"podemos consertar brasilalvaro dias tamos juntos", neutro
"senhor acha escola partidoe quais melhorias educacaosou santa ceciliapb", neutro
"senhor acha escola partidoe quais melhorias educacao", neutro
"senhor acha escola partidoe quais melhorias educacao", neutro
"senhor acha escola partidoe quais melhorias educacaosou santa ceciliapb", neutro
"senhor acha escola partidoe quais melhorias educacao", neutro
"manda brasa bolsonaro", neutro
"meta capitalistas empresas grupo faziam doacoes valores determinado partido poder partido distribuia campanhas politicas guido mantega recebia instrucoes jose dirceu recolhia supostas doacoes dinheiro atraves supostas propinas forma doacoes pagas henrique meireles agora atual ministro fazenda exministro banco central brasil colocado indicacao lula tornou presidente jbs agora atualidade ministro imposto presidente republica federativa brasil excelentissimo michel temer algum tempo atras vice dilma sendo investigado pgr policia federal prq impeachment dilma entao presidente stf excelentissimo ricardo lewandowski cassou chapa audacia rasgar constituicao federal frente povo brasileiro junto presidente senado epoca renan calheiros excelentissimo juiz ricardo lewandowski colocado stf indicacao presidente luiz inacio lula silva", neutro
"", neutro
"existe projeto futuro presidente republica federativa brasil investimentos transportes modais princincipalmente ferrovia rodovia", neutro
"existe projeto futuro presidente republica federativa brasil investimentos transportes modais princincipalmente ferrovia rodovia", neutro
"existe projeto futuro presidente republica federativa brasil investimentos transportes modais princincipalmente ferrovia rodovia", neutro
"existe projeto futuro presidente republica federativa brasil investimentos transportes modais princincipalmente ferrovia rodovia", neutro
"vendo ontem movimentacao depoimento lula movimentos sindicais cut etc senadores nesta movimentacao movimentos parece custeados politicos deveriam estar trabalhando brasilia", neutro
"senador boa tarde povo quer impeca candidatura necessidade brasileiros desafio aponte candidato melhor pessoa obs precisamos montar podemos aqui balneario camboriu conte comigo varias pessoas admiram forte abraco", neutro
"boa tarde senador gostaria saber senhor aceita ser vice jair bolsonaro", neutro
"boa tarde alvaro dias juntos podemos grande abraco forte", neutro
"boa pergunta gloria noronha lula preso ainda", neutro
"olha deputado respeito senhor confio nele", neutro
"boa tarde senador", neutro
"pessoal vamos abracar alvaro bom exemplo honestidade", neutro
"boa tarde futuro presidente", neutro
"boa tarde pena perdi", neutro
"senhor acha lula podera candidatar proxima eleicao tantas delacoes sendo contrarias versoes", neutro
"assaltos vao ficar impunes que senado devera fazer recuperar confianca povo", neutro
"outra lei importante aprovacao imediata leis populares afinal povo soberano", neutro
"tal diminuir metade deputados federais acabar tantas verbas absurdas tantos auxilios revoltante", neutro
"muitos senadores deputados corruptos precisamos faxina geral alvaro dias presidente junto bolsonaro", neutro
"boa tarde amigo alvaro", neutro
"pode diminuir ouver honestidade vai dar mesma", neutro
"kkkkkkkkkk responde nada coisa pre candidato", neutro
"maicow faltou valparaisoouro verde andradina pirajui kkkk", neutro
"merda", neutro
"escola ficar criancas vai transforma militar", neutro
"boa tarde senador alvaro dias", neutro
"sen porque politicos aceitam investigacao temer", neutro
